DS_ID,GeoCode,Continent,Country,MacroRegion,Region,Province,DistrictUnit,PostCode
"UKE13","UKE13","European Union","United Kingdom ","YORKSHIRE AND THE HUMBER","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","",""
"UKE21","UKE21","European Union","United Kingdom ","YORKSHIRE AND THE HUMBER","North Yorkshire","York","",""
"UKE22","UKE22","European Union","United Kingdom ","YORKSHIRE AND THE HUMBER","North Yorkshire","North Yorkshire CC","",""
"UKE32","UKE32","European Union","United Kingdom ","YORKSHIRE AND THE HUMBER","South Yorkshire","Sheffield","",""
"UKE31","UKE31","European Union","United Kingdom ","YORKSHIRE AND THE HUMBER","South Yorkshire","Barnsley, Doncaster and Rotherham","",""
"UKE41","UKE41","European Union","United Kingdom ","YORKSHIRE AND THE HUMBER","West Yorkshire","Bradford","",""
"UKE42","UKE42","European Union","United Kingdom ","YORKSHIRE AND THE HUMBER","West Yorkshire","Leeds","",""
"UKE43","UKE43","European Union","United Kingdom ","YORKSHIRE AND THE HUMBER","West Yorkshire","Calderdale, Kirklees and Wakefield","",""
"UKF11","UKF11","European Union","United Kingdom ","EAST MIDLANDS (ENGLAND)","Derbyshire and Nottinghamshire","Derby","",""
"UKF12","UKF12","European Union","United Kingdom ","EAST MIDLANDS (ENGLAND)","Derbyshire and Nottinghamshire","East Derbyshire","",""
"UKF14","UKF14","European Union","United Kingdom ","EAST MIDLANDS (ENGLAND)","Derbyshire and Nottinghamshire","Nottingham","",""
"UKF15","UKF15","European Union","United Kingdom ","EAST MIDLANDS (ENGLAND)","Derbyshire and Nottinghamshire","North Nottinghamshire","",""
"UKF16","UKF16","European Union","United Kingdom ","EAST MIDLANDS (ENGLAND)","Derbyshire and Nottinghamshire","South Nottinghamshire","",""
"UKF13","UKF13","European Union","United Kingdom ","EAST MIDLANDS (ENGLAND)","Derbyshire and Nottinghamshire","South and West Derbyshire","",""
"UKF22","UKF22","European Union","United Kingdom ","EAST MIDLANDS (ENGLAND)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","",""
"UKF23","UKF23","European Union","United Kingdom ","EAST MIDLANDS (ENGLAND)","Leicestershire, Rutland and Northamptonshire","Northamptonshire","",""
"UKF21","UKF21","European Union","United Kingdom ","EAST MIDLANDS (ENGLAND)","Leicestershire, Rutland and Northamptonshire","Leicester","",""
"UKF30","UKF30","European Union","United Kingdom ","EAST MIDLANDS (ENGLAND)","Lincolnshire","Lincolnshire","",""
"UKG12","UKG12","European Union","United Kingdom ","WEST MIDLANDS (ENGLAND)","Herefordshire, Worcestershire and Warwickshire","Worcestershire","",""
"UKG13","UKG13","European Union","United Kingdom ","WEST MIDLANDS (ENGLAND)","Herefordshire, Worcestershire and Warwickshire","Warwickshire","",""
"UKG11","UKG11","European Union","United Kingdom ","WEST MIDLANDS (ENGLAND)","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","",""
"UKG23","UKG23","European Union","United Kingdom ","WEST MIDLANDS (ENGLAND)","Shropshire and Staffordshire","Stoke-on-Trent","",""
"UKG22","UKG22","European Union","United Kingdom ","WEST MIDLANDS (ENGLAND)","Shropshire and Staffordshire","Shropshire CC","",""
"UKG24","UKG24","European Union","United Kingdom ","WEST MIDLANDS (ENGLAND)","Shropshire and Staffordshire","Staffordshire CC","",""
"UKG21","UKG21","European Union","United Kingdom ","WEST MIDLANDS (ENGLAND)","Shropshire and Staffordshire","Telford and Wrekin","",""
"UKG32","UKG32","European Union","United Kingdom ","WEST MIDLANDS (ENGLAND)","West Midlands","Solihull","",""
"UKG33","UKG33","European Union","United Kingdom ","WEST MIDLANDS (ENGLAND)","West Midlands","Coventry","",""
"UKG31","UKG31","European Union","United Kingdom ","WEST MIDLANDS (ENGLAND)","West Midlands","Birmingham","",""
"UKG34","UKG34","European Union","United Kingdom ","WEST MIDLANDS (ENGLAND)","West Midlands","Dudley and Sandwell","",""
"UKG35","UKG35","European Union","United Kingdom ","WEST MIDLANDS (ENGLAND)","West Midlands","Walsall and Wolverhampton","",""
"UKH12","UKH12","European Union","United Kingdom ","EAST OF ENGLAND","East Anglia","Cambridgeshire CC","",""
"UKH11","UKH11","European Union","United Kingdom ","EAST OF ENGLAND","East Anglia","Peterborough","",""
"UKH14","UKH14","European Union","United Kingdom ","EAST OF ENGLAND","East Anglia","Suffolk","",""
"UKH13","UKH13","European Union","United Kingdom ","EAST OF ENGLAND","East Anglia","Norfolk","",""
"UKH23","UKH23","European Union","United Kingdom ","EAST OF ENGLAND","Bedfordshire and Hertfordshire","Hertfordshire","",""
"UKH22","UKH22","European Union","United Kingdom ","EAST OF ENGLAND","Bedfordshire and Hertfordshire","Bedfordshire CC","",""
"UKH21","UKH21","European Union","United Kingdom ","EAST OF ENGLAND","Bedfordshire and Hertfordshire","Luton","",""
"UKH31","UKH31","European Union","United Kingdom ","EAST OF ENGLAND","Essex","Southend-on-Sea","",""
"UKH32","UKH32","European Union","United Kingdom ","EAST OF ENGLAND","Essex","Thurrock","",""
"UKH33","UKH33","European Union","United Kingdom ","EAST OF ENGLAND","Essex","Essex CC","",""
"UKI11","UKI11","European Union","United Kingdom ","LONDON","Inner London","Inner London - West","",""
"UKI12","UKI12","European Union","United Kingdom ","LONDON","Inner London","Inner London - East","",""
"UKI21","UKI21","European Union","United Kingdom ","LONDON","Outer London","Outer London - East and North East","",""
"UKI22","UKI22","European Union","United Kingdom ","LONDON","Outer London","Outer London - South","",""
"UKI23","UKI23","European Union","United Kingdom ","LONDON","Outer London","Outer London - West and North West","",""
"UKJ14","UKJ14","European Union","United Kingdom ","SOUTH EAST (ENGLAND)","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","",""
"UKJ12","UKJ12","European Union","United Kingdom ","SOUTH EAST (ENGLAND)","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","",""
"UKJ13","UKJ13","European Union","United Kingdom ","SOUTH EAST (ENGLAND)","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","",""
"UKJ11","UKJ11","European Union","United Kingdom ","SOUTH EAST (ENGLAND)","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","",""
"UKJ22","UKJ22","European Union","United Kingdom ","SOUTH EAST (ENGLAND)","Surrey, East and West Sussex","East Sussex CC","",""
"UKJ23","UKJ23","European Union","United Kingdom ","SOUTH EAST (ENGLAND)","Surrey, East and West Sussex","Surrey","",""
"UKJ24","UKJ24","European Union","United Kingdom ","SOUTH EAST (ENGLAND)","Surrey, East and West Sussex","West Sussex","",""
"UKJ21","UKJ21","European Union","United Kingdom ","SOUTH EAST (ENGLAND)","Surrey, East and West Sussex","Brighton and Hove","",""
"UKJ34","UKJ34","European Union","United Kingdom ","SOUTH EAST (ENGLAND)","Hampshire and Isle of Wight","Isle of Wight","",""
"UKJ31","UKJ31","European Union","United Kingdom ","SOUTH EAST (ENGLAND)","Hampshire and Isle of Wight","Portsmouth","",""
"UKJ32","UKJ32","European Union","United Kingdom ","SOUTH EAST (ENGLAND)","Hampshire and Isle of Wight","Southampton","",""
"UKJ33","UKJ33","European Union","United Kingdom ","SOUTH EAST (ENGLAND)","Hampshire and Isle of Wight","Hampshire CC","",""
"UKJ41","UKJ41","European Union","United Kingdom ","SOUTH EAST (ENGLAND)","Kent","Medway","",""
"UKJ42","UKJ42","European Union","United Kingdom ","SOUTH EAST (ENGLAND)","Kent","Kent CC","",""
"UKK13","UKK13","European Union","United Kingdom ","SOUTH WEST (ENGLAND)","Gloucestershire, Wiltshire and Bristol/Bath area","Gloucestershire","",""
"UKK11","UKK11","European Union","United Kingdom ","SOUTH WEST (ENGLAND)","Gloucestershire, Wiltshire and Bristol/Bath area","Bristol, City of","",""
"UKK12","UKK12","European Union","United Kingdom ","SOUTH WEST (ENGLAND)","Gloucestershire, Wiltshire and Bristol/Bath area","Bath and North East Somerset, North Somerset and South Gloucestershire","",""
"UKK14","UKK14","European Union","United Kingdom ","SOUTH WEST (ENGLAND)","Gloucestershire, Wiltshire and Bristol/Bath area","Swindon","",""
"UKK15","UKK15","European Union","United Kingdom ","SOUTH WEST (ENGLAND)","Gloucestershire, Wiltshire and Bristol/Bath area","Wiltshire CC","",""
"UKK22","UKK22","European Union","United Kingdom ","SOUTH WEST (ENGLAND)","Dorset and Somerset","Dorset CC","",""
"UKK23","UKK23","European Union","United Kingdom ","SOUTH WEST (ENGLAND)","Dorset and Somerset","Somerset","",""
"UKK21","UKK21","European Union","United Kingdom ","SOUTH WEST (ENGLAND)","Dorset and Somerset","Bournemouth and Poole","",""
"UKK30","UKK30","European Union","United Kingdom ","SOUTH WEST (ENGLAND)","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","",""
"UKK43","UKK43","European Union","United Kingdom ","SOUTH WEST (ENGLAND)","Devon","Devon CC","",""
"UKK41","UKK41","European Union","United Kingdom ","SOUTH WEST (ENGLAND)","Devon","Plymouth","",""
"UKK42","UKK42","European Union","United Kingdom ","SOUTH WEST (ENGLAND)","Devon","Torbay","",""
"UKL11","UKL11","European Union","United Kingdom ","WALES","West Wales and The Valleys","Isle of Anglesey","",""
"UKL17","UKL17","European Union","United Kingdom ","WALES","West Wales and The Valleys","Bridgend and Neath Port Talbot","",""
"UKL18","UKL18","European Union","United Kingdom ","WALES","West Wales and The Valleys","Swansea","",""
"UKL14","UKL14","European Union","United Kingdom ","WALES","West Wales and The Valleys","South West Wales","",""
"UKL15","UKL15","European Union","United Kingdom ","WALES","West Wales and The Valleys","Central Valleys","",""
"UKL12","UKL12","European Union","United Kingdom ","WALES","West Wales and The Valleys","Gwynedd","",""
"UKL13","UKL13","European Union","United Kingdom ","WALES","West Wales and The Valleys","Conwy and Denbighshire","",""
"UKL16","UKL16","European Union","United Kingdom ","WALES","West Wales and The Valleys","Gwent Valleys","",""
"UKL24","UKL24","European Union","United Kingdom ","WALES","East Wales","Powys","",""
"UKL23","UKL23","European Union","United Kingdom ","WALES","East Wales","Flintshire and Wrexham","",""
"UKL21","UKL21","European Union","United Kingdom ","WALES","East Wales","Monmouthshire and Newport","",""
"UKL22","UKL22","European Union","United Kingdom ","WALES","East Wales","Cardiff and Vale of Glamorgan","",""
"UKM22","UKM22","European Union","United Kingdom ","SCOTLAND","Eastern Scotland","Clackmannanshire and Fife","",""
"UKM21","UKM21","European Union","United Kingdom ","SCOTLAND","Eastern Scotland","Angus and Dundee City","",""
"UKM28","UKM28","European Union","United Kingdom ","SCOTLAND","Eastern Scotland","West Lothian","",""
"UKM25","UKM25","European Union","United Kingdom ","SCOTLAND","Eastern Scotland","Edinburgh, City of","",""
"UKM23","UKM23","European Union","United Kingdom ","SCOTLAND","Eastern Scotland","East Lothian and Midlothian","",""
"UKM24","UKM24","European Union","United Kingdom ","SCOTLAND","Eastern Scotland","Scottish Borders","",""
"UKM26","UKM26","European Union","United Kingdom ","SCOTLAND","Eastern Scotland","Falkirk","",""
"UKM27","UKM27","European Union","United Kingdom ","SCOTLAND","Eastern Scotland","Perth & Kinross and Stirling","",""
"UKM32","UKM32","European Union","United Kingdom ","SCOTLAND","South Western Scotland","Dumfries & Galloway","",""
"UKM33","UKM33","European Union","United Kingdom ","SCOTLAND","South Western Scotland","East Ayrshire and North Ayrshire mainland","",""
"UKM36","UKM36","European Union","United Kingdom ","SCOTLAND","South Western Scotland","North Lanarkshire","",""
"UKM37","UKM37","European Union","United Kingdom ","SCOTLAND","South Western Scotland","South Ayrshire","",""
"UKM34","UKM34","European Union","United Kingdom ","SCOTLAND","South Western Scotland","Glasgow City","",""
"UKM35","UKM35","European Union","United Kingdom ","SCOTLAND","South Western Scotland","Inverclyde, East Renfrewshire and Renfrewshire","",""
"UKM31","UKM31","European Union","United Kingdom ","SCOTLAND","South Western Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond","",""
"UKM38","UKM38","European Union","United Kingdom ","SCOTLAND","South Western Scotland","South Lanarkshire","",""
"UKM50","UKM50","European Union","United Kingdom ","SCOTLAND","North Eastern Scotland","Aberdeen City and Aberdeenshire","",""
"UKM66","UKM66","European Union","United Kingdom ","SCOTLAND","Highlands and Islands","Shetland Islands","",""
"UKM61","UKM61","European Union","United Kingdom ","SCOTLAND","Highlands and Islands","Caithness & Sutherland and Ross & Cromarty","",""
"UKM65","UKM65","European Union","United Kingdom ","SCOTLAND","Highlands and Islands","Orkney Islands","",""
"UKM64","UKM64","European Union","United Kingdom ","SCOTLAND","Highlands and Islands","Eilean Siar (Western Isles)","",""
"UKM62","UKM62","European Union","United Kingdom ","SCOTLAND","Highlands and Islands","Inverness & Nairn and Moray, Badenoch & Strathspey","",""
"UKM63","UKM63","European Union","United Kingdom ","SCOTLAND","Highlands and Islands","Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute","",""
"UKN01","UKN01","European Union","United Kingdom ","NORTHERN IRELAND","Northern Ireland","Belfast","",""
"UKN02","UKN02","European Union","United Kingdom ","NORTHERN IRELAND","Northern Ireland","Outer Belfast","",""
"UKN05","UKN05","European Union","United Kingdom ","NORTHERN IRELAND","Northern Ireland","West and South of Northern Ireland","",""
"UKN03","UKN03","European Union","United Kingdom ","NORTHERN IRELAND","Northern Ireland","East of Northern Ireland","",""
"UKN04","UKN04","European Union","United Kingdom ","NORTHERN IRELAND","Northern Ireland","North of Northern Ireland","",""
"UKZZZ","UKZZZ","European Union","United Kingdom ","EXTRA-REGIO","Extra-Regio","Extra-Regio","",""
